Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label
19:54:55.788769;IP;localhost;44097; localhost;domain;;;;;;32338;[1au];AAAA?;outlook.live.com.;-45;1
19:54:55.789032;IP;localhost;domain ; localhost;44097;;;;;;32338;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.139008;IP;localhost;41939; localhost;domain;;;;;;13934;[1au];A?;ow2.res.office365.com.;-50;1
19:54:56.139872;IP;localhost;41939; localhost;domain;;;;;;39548;[1au];AAAA?;ow2.res.office365.com.;-50;1
19:54:56.147872;IP;localhost;40591; localhost;domain;;;;;;21005;[1au];A?;outlook.live.com.;-45;1
19:54:56.148253;IP;localhost;domain ; localhost;40591;;;;;;21005;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.148288;IP;localhost;40591; localhost;domain;;;;;;22040;[1au];AAAA?;outlook.live.com.;-45;1
19:54:56.148606;IP;localhost;domain ; localhost;40591;;;;;;22040;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.162316;IP;localhost;domain ; localhost;41939;;;;;;13934;3/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1
19:54:56.167142;IP;localhost;domain ; localhost;41939;;;;;;39548;4/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1
19:54:56.209933;IP;localhost;60968; localhost;domain;;;;;;19208;[1au];A?;api-js.datadome.co.;-47;1
19:54:56.210457;IP;localhost;60968; localhost;domain;;;;;;24340;[1au];AAAA?;api-js.datadome.co.;-47;1
19:54:56.233445;IP;localhost;domain ; localhost;60968;;;;;;19208;5/0/1;CNAME;geoprox.datadome.co.,;CNAME;1
19:54:56.235243;IP;localhost;domain ; localhost;60968;;;;;;24340;2/0/1;CNAME;geoprox.datadome.co.,;CNAME;1
19:54:56.244415;IP;localhost;56756; localhost;domain;;;;;;54626;[1au];A?;outlook.live.com.;-45;1
19:54:56.245129;IP;localhost;domain ; localhost;56756;;;;;;54626;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.245178;IP;localhost;56756; localhost;domain;;;;;;51567;[1au];AAAA?;outlook.live.com.;-45;1
19:54:56.246026;IP;localhost;domain ; localhost;56756;;;;;;51567;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.264362;IP;localhost;50422; localhost;domain;;;;;;8295;[1au];A?;outlook.live.com.;-45;1
19:54:56.264744;IP;localhost;domain ; localhost;50422;;;;;;8295;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.264778;IP;localhost;50422; localhost;domain;;;;;;15474;[1au];AAAA?;outlook.live.com.;-45;1
19:54:56.265044;IP;localhost;domain ; localhost;50422;;;;;;15474;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.328042;IP;localhost;40388; localhost;domain;;;;;;55897;[1au];A?;outlook.live.com.;-45;1
19:54:56.328454;IP;localhost;domain ; localhost;40388;;;;;;55897;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.328494;IP;localhost;40388; localhost;domain;;;;;;52835;[1au];AAAA?;outlook.live.com.;-45;1
19:54:56.328837;IP;localhost;domain ; localhost;40388;;;;;;52835;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.353398;IP;localhost;39637; localhost;domain;;;;;;61165;[1au];A?;static.ads-twitter.com.;-51;1
19:54:56.353763;IP;localhost;39637; localhost;domain;;;;;;8952;[1au];AAAA?;static.ads-twitter.com.;-51;1
19:54:56.376935;IP;localhost;domain ; localhost;39637;;;;;;61165;2/0/1;CNAME;platform.twitter.map.fastly.net.,;A;1
19:54:56.401205;IP;localhost;58848; localhost;domain;;;;;;60528;[1au];A?;ow2.res.office365.com.;-50;1
19:54:56.401667;IP;localhost;domain ; localhost;39637;;;;;;8952;1/0/1;CNAME;platform.twitter.map.fastly.net.;-96;1
19:54:56.401808;IP;localhost;58848; localhost;domain;;;;;;49277;[1au];AAAA?;ow2.res.office365.com.;-50;1
19:54:56.411990;IP;localhost;54928; localhost;domain;;;;;;30865;[1au];A?;outlook.live.com.;-45;1
19:54:56.412711;IP;localhost;domain ; localhost;54928;;;;;;30865;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.412786;IP;localhost;54928; localhost;domain;;;;;;50330;[1au];AAAA?;outlook.live.com.;-45;1
19:54:56.413092;IP;localhost;domain ; localhost;54928;;;;;;50330;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1
19:54:56.423146;IP;localhost;domain ; localhost;58848;;;;;;60528;3/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1
19:54:56.425160;IP;localhost;domain ; localhost;58848;;;;;;49277;4/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1
19:54:56.739993;IP;localhost;34299; localhost;domain;;;;;;15833;[1au];A?;www.howtank.com.;-44;1
19:54:56.740519;IP;localhost;34299; localhost;domain;;;;;;25060;[1au];AAAA?;www.howtank.com.;-44;1
