Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;
19:48:52.864524;IP;localhost;domain ; localhost;47180;;;;;;30467;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:52.864602;IP;localhost;47180; localhost;domain;;;;;;7951;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:52.864831;IP;localhost;domain ; localhost;47180;;;;;;7951;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:54.570663;IP;localhost;45069; localhost;domain;;;;;;54208;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:54.571124;IP;localhost;domain ; localhost;45069;;;;;;54208;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:54.571275;IP;localhost;45069; localhost;domain;;;;;;10187;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:54.571622;IP;localhost;domain ; localhost;45069;;;;;;10187;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:55.182466;IP;localhost;54269; localhost;domain;;;;;;62119;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;
19:48:55.182957;IP;localhost;domain ; localhost;54269;;;;;;62119;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:55.183071;IP;localhost;54269; localhost;domain;;;;;;45747;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;
19:48:55.183275;IP;localhost;domain ; localhost;54269;;;;;;45747;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:55.249276;IP;localhost;39213; localhost;domain;;;;;;5737;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:55.249921;IP;localhost;39213; localhost;domain;;;;;;12916;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:55.250153;IP;localhost;domain ; localhost;39213;;;;;;12916;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:55.271767;IP;localhost;domain ; localhost;39213;;;;;;5737;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:55.364793;IP;localhost;32900; localhost;domain;;;;;;60844;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;
19:48:55.365169;IP;localhost;domain ; localhost;32900;;;;;;60844;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:55.367485;IP;localhost;32900; localhost;domain;;;;;;8631;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;
19:48:55.367784;IP;localhost;domain ; localhost;32900;;;;;;8631;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:56.526198;IP;localhost;35798; localhost;domain;;;;;;56809;[1au];A?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;
19:48:56.526414;IP;localhost;domain ; localhost;35798;;;;;;56809;8/0/1;A;37.252.172.37,;A;1;;;;;;;;;;;;;;
19:48:56.526449;IP;localhost;35798; localhost;domain;;;;;;27125;[1au];AAAA?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;
19:48:56.526539;IP;localhost;domain ; localhost;35798;;;;;;27125;0/0/1;-46;;;1;;;;;;;;;;;;;;
19:48:56.783520;IP;localhost;37588; localhost;domain;;;;;;1741;[1au];A?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;
19:48:56.783720;IP;localhost;domain ; localhost;37588;;;;;;1741;8/0/1;A;37.252.172.37,;A;1;;;;;;;;;;;;;;
19:48:56.783752;IP;localhost;37588; localhost;domain;;;;;;53974;[1au];AAAA?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;
19:48:56.783894;IP;localhost;domain ; localhost;37588;;;;;;53974;0/0/1;-46;;;1;;;;;;;;;;;;;;
19:48:57.156664;IP;localhost;50857; localhost;domain;;;;;;6100;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:57.156975;IP;localhost;domain ; localhost;50857;;;;;;6100;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:57.157009;IP;localhost;50857; localhost;domain;;;;;;21471;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:57.157284;IP;localhost;domain ; localhost;50857;;;;;;21471;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:57.682831;IP;localhost;52671; localhost;domain;;;;;;6626;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:57.683347;IP;localhost;domain ; localhost;52671;;;;;;6626;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:57.684180;IP;localhost;52671; localhost;domain;;;;;;26093;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:57.684438;IP;localhost;domain ; localhost;52671;;;;;;26093;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:59.662419;IP;localhost;35498; localhost;domain;;;;;;35136;[1au];A?;tps.doubleverify.com.;-49;1;;;;;;;;;;;;;;
19:48:59.663098;IP;localhost;35498; localhost;domain;;;;;;19793;[1au];AAAA?;tps.doubleverify.com.;-49;1;;;;;;;;;;;;;;
19:48:59.665629;IP;localhost;40938; localhost;domain;;;;;;43447;[1au];A?;tps.doubleverify.com.;-49;1;;;;;;;;;;;;;;
19:48:59.681837;IP;localhost;59381; localhost;domain;;;;;;61830;[1au];A?;ad.doubleclick.net.;-47;1;;;;;;;;;;;;;;
19:48:59.682074;IP;localhost;domain ; localhost;59381;;;;;;61830;2/0/1;CNAME;dart.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;
19:48:59.682106;IP;localhost;59381; localhost;domain;;;;;;34193;[1au];AAAA?;ad.doubleclick.net.;-47;1;;;;;;;;;;;;;;
19:48:59.686064;IP;localhost;domain ; localhost;40938;;;;;;43447;4/0/1;CNAME;tps-geo.dvgtm.akadns.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:59.686210;IP;localhost;domain ; localhost;35498;;;;;;35136;4/0/1;CNAME;tps-geo.dvgtm.akadns.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:59.695335;IP;localhost;41150; localhost;domain;;;;;;44461;[1au];A?;t.myvisualiq.net.;-45;1;;;;;;;;;;;;;;
19:48:59.696173;IP;localhost;41150; localhost;domain;;;;;;28091;[1au];AAAA?;t.myvisualiq.net.;-45;1;;;;;;;;;;;;;;
19:48:59.708210;IP;localhost;44475; localhost;domain;;;;;;7513;[1au];A?;fonts.googleapis.com.;-49;1;;;;;;;;;;;;;;
19:48:59.708399;IP;localhost;domain ; localhost;44475;;;;;;7513;1/0/1;A;172.217.19.234;-65;1;;;;;;;;;;;;;;
19:48:59.708432;IP;localhost;44475; localhost;domain;;;;;;62819;[1au];AAAA?;fonts.googleapis.com.;-49;1;;;;;;;;;;;;;;
19:48:59.708524;IP;localhost;domain ; localhost;44475;;;;;;62819;1/0/1;AAAA;2a00:1450:4007:817::200a;-77;1;;;;;;;;;;;;;;
19:48:59.710586;IP;localhost;domain ; localhost;35498;;;;;;19793;3/0/1;CNAME;tps-geo.dvgtm.akadns.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:59.710712;IP;localhost;domain ; localhost;59381;;;;;;34193;1/0/1;CNAME;dart.l.doubleclick.net.;-68;1;;;;;;;;;;;;;;
19:48:59.717859;IP;localhost;domain ; localhost;41150;;;;;;44461;9/0/1;CNAME;pool-eu.visualiq.iponweb.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:59.720070;IP;localhost;domain ; localhost;41150;;;;;;28091;2/0/1;CNAME;pool-eu.visualiq.iponweb.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:59.825371;IP;localhost;51926; localhost;domain;;;;;;34287;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:59.825758;IP;localhost;domain ; localhost;51926;;;;;;34287;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:48:59.825800;IP;localhost;51926; localhost;domain;;;;;;3580;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:48:59.826012;IP;localhost;domain ; localhost;51926;;;;;;3580;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.067537;IP;localhost;35995; localhost;domain;;;;;;60826;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:49:00.068003;IP;localhost;domain ; localhost;35995;;;;;;60826;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.068053;IP;localhost;35995; localhost;domain;;;;;;6566;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;
19:49:00.068393;IP;localhost;domain ; localhost;35995;;;;;;6566;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.439973;IP;localhost;34150; localhost;domain;;;;;;46033;[1au];A?;ow2.res.office365.com.;-50;1;;;;;;;;;;;;;;
19:49:00.440536;IP;localhost;34150; localhost;domain;;;;;;33759;[1au];AAAA?;ow2.res.office365.com.;-50;1;;;;;;;;;;;;;;
19:49:00.441205;IP;localhost;60839; localhost;domain;;;;;;14108;[1au];A?;r4.res.office365.com.;-49;1;;;;;;;;;;;;;;
19:49:00.441609;IP;localhost;60839; localhost;domain;;;;;;21285;[1au];AAAA?;r4.res.office365.com.;-49;1;;;;;;;;;;;;;;
19:49:00.442205;IP;localhost;49354; localhost;domain;;;;;;1832;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;
19:49:00.442543;IP;localhost;49354; localhost;domain;;;;;;27441;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;
19:49:00.464498;IP;localhost;domain ; localhost;60839;;;;;;14108;3/0/1;CNAME;r4.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.465191;IP;localhost;domain ; localhost;34150;;;;;;33759;4/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.466216;IP;localhost;domain ; localhost;49354;;;;;;1832;8/0/1;A;185.33.220.243,;A;1;;;;;;;;;;;;;;
19:49:00.466654;IP;localhost;domain ; localhost;60839;;;;;;21285;4/0/1;CNAME;r4.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.477268;IP;localhost;domain ; localhost;34150;;;;;;46033;3/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.507341;IP;localhost;57005; localhost;domain;;;;;;62370;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.507990;IP;localhost;domain ; localhost;57005;;;;;;62370;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.508044;IP;localhost;57005; localhost;domain;;;;;;51119;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.508460;IP;localhost;domain ; localhost;57005;;;;;;51119;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.525541;IP;localhost;36555; localhost;domain;;;;;;64335;[1au];A?;azcus1-client-s.gateway.messenger.live.com.;-71;1;;;;;;;;;;;;;;
19:49:00.525871;IP;localhost;domain ; localhost;36555;;;;;;64335;3/0/1;CNAME;azcus1-client-s.msnmessenger.msn.com.akadns.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.525907;IP;localhost;36555; localhost;domain;;;;;;33628;[1au];AAAA?;azcus1-client-s.gateway.messenger.live.com.;-71;1;;;;;;;;;;;;;;
19:49:00.526159;IP;localhost;domain ; localhost;36555;;;;;;33628;2/0/1;CNAME;azcus1-client-s.msnmessenger.msn.com.akadns.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.536099;IP;localhost;35553; localhost;domain;;;;;;44974;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.536481;IP;localhost;domain ; localhost;35553;;;;;;44974;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.536516;IP;localhost;35553; localhost;domain;;;;;;31672;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.536779;IP;localhost;domain ; localhost;35553;;;;;;31672;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.626398;IP;localhost;48819; localhost;domain;;;;;;34633;[1au];A?;sfnam.loki.delve.office.com.;-56;1;;;;;;;;;;;;;;
19:49:00.626902;IP;localhost;48819; localhost;domain;;;;;;61271;[1au];AAAA?;sfnam.loki.delve.office.com.;-56;1;;;;;;;;;;;;;;
19:49:00.640463;IP;localhost;58248; localhost;domain;;;;;;4882;[1au];A?;go.trouter.skype.com.;-49;1;;;;;;;;;;;;;;
19:49:00.641045;IP;localhost;58248; localhost;domain;;;;;;14111;[1au];AAAA?;go.trouter.skype.com.;-49;1;;;;;;;;;;;;;;
19:49:00.653896;IP;localhost;60725; localhost;domain;;;;;;42915;[1au];A?;azcus1-client-s.gateway.messenger.live.com.;-71;1;;;;;;;;;;;;;;
19:49:00.654399;IP;localhost;domain ; localhost;60725;;;;;;42915;3/0/1;CNAME;azcus1-client-s.msnmessenger.msn.com.akadns.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.654447;IP;localhost;60725; localhost;domain;;;;;;2995;[1au];AAAA?;azcus1-client-s.gateway.messenger.live.com.;-71;1;;;;;;;;;;;;;;
19:49:00.654778;IP;localhost;domain ; localhost;60725;;;;;;2995;2/0/1;CNAME;azcus1-client-s.msnmessenger.msn.com.akadns.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.663940;IP;localhost;domain ; localhost;58248;;;;;;14111;1/0/1;CNAME;root.skype-edf.akadns.net.;-88;1;;;;;;;;;;;;;;
19:49:00.668921;IP;localhost;domain ; localhost;58248;;;;;;4882;2/0/1;CNAME;root.skype-edf.akadns.net.,;A;1;;;;;;;;;;;;;;
19:49:00.672683;IP;localhost;55842; localhost;domain;;;;;;55124;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.673268;IP;localhost;domain ; localhost;55842;;;;;;55124;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.673308;IP;localhost;55842; localhost;domain;;;;;;42845;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.673580;IP;localhost;domain ; localhost;55842;;;;;;42845;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.685011;IP;localhost;domain ; localhost;48819;;;;;;34633;3/0/1;CNAME;fast-prod-atm-sfnam.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.737170;IP;localhost;domain ; localhost;48819;;;;;;61271;2/0/1;CNAME;fast-prod-atm-sfnam.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.970537;IP;localhost;37370; localhost;domain;;;;;;1948;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.970927;IP;localhost;domain ; localhost;37370;;;;;;1948;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:00.971013;IP;localhost;37370; localhost;domain;;;;;;10150;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:00.971295;IP;localhost;domain ; localhost;37370;;;;;;10150;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.078148;IP;localhost;39363; localhost;domain;;;;;;63293;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.078663;IP;localhost;domain ; localhost;39363;;;;;;63293;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.078702;IP;localhost;39363; localhost;domain;;;;;;2888;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.079015;IP;localhost;domain ; localhost;39363;;;;;;2888;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.118787;IP;localhost;42183; localhost;domain;;;;;;28795;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.119262;IP;localhost;domain ; localhost;42183;;;;;;28795;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.119306;IP;localhost;42183; localhost;domain;;;;;;16535;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.119726;IP;localhost;domain ; localhost;42183;;;;;;16535;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.146758;IP;localhost;46946; localhost;domain;;;;;;47823;[1au];A?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:01.147224;IP;localhost;46946; localhost;domain;;;;;;56025;[1au];AAAA?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:01.169118;IP;localhost;domain ; localhost;46946;;;;;;47823;3/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.171830;IP;localhost;domain ; localhost;46946;;;;;;56025;4/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.202823;IP;localhost;54020; localhost;domain;;;;;;18327;[1au];A?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:01.203331;IP;localhost;domain ; localhost;54020;;;;;;18327;3/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.203590;IP;localhost;54020; localhost;domain;;;;;;14246;[1au];AAAA?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:01.203877;IP;localhost;domain ; localhost;54020;;;;;;14246;4/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.224305;IP;localhost;domain ; localhost;49354;;;;;;27441;0/0/1;-46;;;1;;;;;;;;;;;;;;
19:49:01.262215;IP;localhost;54889; localhost;domain;;;;;;51000;[1au];A?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:01.262642;IP;localhost;domain ; localhost;54889;;;;;;51000;3/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.262697;IP;localhost;54889; localhost;domain;;;;;;2883;[1au];AAAA?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:01.262928;IP;localhost;domain ; localhost;54889;;;;;;2883;4/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.376505;IP;localhost;34712; localhost;domain;;;;;;29211;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.376934;IP;localhost;domain ; localhost;34712;;;;;;29211;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.376971;IP;localhost;34712; localhost;domain;;;;;;22053;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.377238;IP;localhost;domain ; localhost;34712;;;;;;22053;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.571082;IP;localhost;51356; localhost;domain;;;;;;47446;[1au];A?;go.trouter.skype.com.;-49;1;;;;;;;;;;;;;;
19:49:01.571412;IP;localhost;domain ; localhost;51356;;;;;;47446;2/0/1;CNAME;root.skype-edf.akadns.net.,;A;1;;;;;;;;;;;;;;
19:49:01.571818;IP;localhost;51356; localhost;domain;;;;;;10593;[1au];AAAA?;go.trouter.skype.com.;-49;1;;;;;;;;;;;;;;
19:49:01.572010;IP;localhost;domain ; localhost;51356;;;;;;10593;1/0/1;CNAME;root.skype-edf.akadns.net.;-88;1;;;;;;;;;;;;;;
19:49:01.692574;IP;localhost;33627; localhost;domain;;;;;;30615;[1au];A?;ow2.res.office365.com.;-50;1;;;;;;;;;;;;;;
19:49:01.693086;IP;localhost;33627; localhost;domain;;;;;;29606;[1au];AAAA?;ow2.res.office365.com.;-50;1;;;;;;;;;;;;;;
19:49:01.701665;IP;localhost;37510; localhost;domain;;;;;;61277;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.702515;IP;localhost;domain ; localhost;37510;;;;;;61277;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.702576;IP;localhost;37510; localhost;domain;;;;;;2926;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.703095;IP;localhost;domain ; localhost;37510;;;;;;2926;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.716888;IP;localhost;domain ; localhost;33627;;;;;;29606;4/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.728129;IP;localhost;domain ; localhost;33627;;;;;;30615;3/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.741593;IP;localhost;36408; localhost;domain;;;;;;6442;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.741990;IP;localhost;domain ; localhost;36408;;;;;;6442;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.742025;IP;localhost;36408; localhost;domain;;;;;;32052;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.742674;IP;localhost;domain ; localhost;36408;;;;;;32052;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.756540;IP;localhost;34681; localhost;domain;;;;;;43448;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.756923;IP;localhost;domain ; localhost;34681;;;;;;43448;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.757016;IP;localhost;34681; localhost;domain;;;;;;28100;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.757291;IP;localhost;domain ; localhost;34681;;;;;;28100;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.786061;IP;localhost;48434; localhost;domain;;;;;;23130;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.786700;IP;localhost;domain ; localhost;48434;;;;;;23130;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.786745;IP;localhost;48434; localhost;domain;;;;;;43620;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.787104;IP;localhost;domain ; localhost;48434;;;;;;43620;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.806212;IP;localhost;34264; localhost;domain;;;;;;25911;[1au];A?;ow2.res.office365.com.;-50;1;;;;;;;;;;;;;;
19:49:01.806581;IP;localhost;34264; localhost;domain;;;;;;17730;[1au];AAAA?;ow2.res.office365.com.;-50;1;;;;;;;;;;;;;;
19:49:01.828493;IP;localhost;domain ; localhost;34264;;;;;;25911;3/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.830888;IP;localhost;domain ; localhost;34264;;;;;;17730;4/0/1;CNAME;ow2.res.office365.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.836311;IP;localhost;48189; localhost;domain;;;;;;6480;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.836921;IP;localhost;domain ; localhost;48189;;;;;;6480;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:01.837063;IP;localhost;48189; localhost;domain;;;;;;32093;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:01.837654;IP;localhost;domain ; localhost;48189;;;;;;32093;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:02.130705;IP;localhost;43525; localhost;domain;;;;;;29460;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:02.131210;IP;localhost;domain ; localhost;43525;;;;;;29460;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:02.131249;IP;localhost;43525; localhost;domain;;;;;;51997;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:02.131601;IP;localhost;domain ; localhost;43525;;;;;;51997;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:03.810903;IP;localhost;57224; localhost;domain;;;;;;57347;[1au];A?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:03.811469;IP;localhost;domain ; localhost;57224;;;;;;57347;3/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:03.811518;IP;localhost;57224; localhost;domain;;;;;;56334;[1au];AAAA?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;
19:49:03.811834;IP;localhost;domain ; localhost;57224;;;;;;56334;4/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;
19:49:04.145590;IP;localhost;34284; localhost;domain;;;;;;38361;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:04.145970;IP;localhost;domain ; localhost;34284;;;;;;38361;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:04.147768;IP;localhost;34284; localhost;domain;;;;;;37347;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:04.148136;IP;localhost;domain ; localhost;34284;;;;;;37347;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:04.171181;IP;localhost;35520; localhost;domain;;;;;;49412;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
19:49:04.171637;IP;localhost;domain ; localhost;35520;;;;;;49412;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;;;;;;;;;;
19:49:04.171879;IP;localhost;35520; localhost;domain;;;;;;34063;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;
