Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;;;;
20:01:26.539862;IP;localhost;domain ; localhost;47427;;;;;;62033;1/0/1;A;34.95.120.147;-65;1;;;;;;;;;;;;;;;;;
20:01:26.716143;IP;localhost;53522; localhost;domain;;;;;;56968;[1au];A?;adservice.google.fr.;-48;1;;;;;;;;;;;;;;;;;
20:01:26.716770;IP;localhost;53522; localhost;domain;;;;;;48792;[1au];AAAA?;adservice.google.fr.;-48;1;;;;;;;;;;;;;;;;;
20:01:26.730872;IP;localhost;41612; localhost;domain;;;;;;42699;[1au];A?;adservice.google.com.;-49;1;;;;;;;;;;;;;;;;;
20:01:26.731798;IP;localhost;41612; localhost;domain;;;;;;1752;[1au];AAAA?;adservice.google.com.;-49;1;;;;;;;;;;;;;;;;;
20:01:26.738806;IP;localhost;domain ; localhost;53522;;;;;;56968;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:26.741056;IP;localhost;domain ; localhost;53522;;;;;;48792;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:26.755126;IP;localhost;domain ; localhost;41612;;;;;;1752;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:26.755605;IP;localhost;domain ; localhost;41612;;;;;;42699;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:27.037581;IP;localhost;40278; localhost;domain;;;;;;14934;[1au];A?;sic.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:27.037923;IP;localhost;domain ; localhost;40278;;;;;;14934;2/0/1;CNAME;chi.sic.33across.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:27.037972;IP;localhost;40278; localhost;domain;;;;;;37476;[1au];AAAA?;sic.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:27.038234;IP;localhost;domain ; localhost;40278;;;;;;37476;1/0/1;CNAME;chi.sic.33across.com.;-63;1;;;;;;;;;;;;;;;;;
20:01:27.040213;IP;localhost;54659; localhost;domain;;;;;;17927;[1au];A?;sic.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:27.040495;IP;localhost;domain ; localhost;54659;;;;;;17927;2/0/1;CNAME;chi.sic.33across.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:27.171875;IP;localhost;39937; localhost;domain;;;;;;40986;[1au];A?;ssc.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:27.172219;IP;localhost;domain ; localhost;39937;;;;;;40986;3/0/1;CNAME;33xchange-1576862511.us-east-1.elb.amazonaws.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:27.172263;IP;localhost;39937; localhost;domain;;;;;;32804;[1au];AAAA?;ssc.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:27.172427;IP;localhost;domain ; localhost;39937;;;;;;32804;1/0/1;CNAME;33xchange-1576862511.us-east-1.elb.amazonaws.com.;-104;1;;;;;;;;;;;;;;;;;
20:01:27.204750;IP;localhost;41991; localhost;domain;;;;;;21757;[1au];A?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;-218
20:01:27.205078;IP;localhost;domain ; localhost;41991;;;;;;21757;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:27.205117;IP;localhost;41991; localhost;domain;;;;;;52231;[1au];AAAA?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;
20:01:27.205471;IP;localhost;domain ; localhost;41991;;;;;;52231;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:27.214153;IP;localhost;55574; localhost;domain;;;;;;44034;[1au];A?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;-218
20:01:27.214452;IP;localhost;domain ; localhost;55574;;;;;;44034;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:27.214487;IP;localhost;55574; localhost;domain;;;;;;1037;[1au];AAAA?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;
20:01:27.214660;IP;localhost;domain ; localhost;55574;;;;;;1037;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:27.222568;IP;localhost;52473; localhost;domain;;;;;;23907;[1au];A?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;-218
20:01:27.222927;IP;localhost;domain ; localhost;52473;;;;;;23907;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:27.223070;IP;localhost;52473; localhost;domain;;;;;;54636;[1au];AAAA?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;
20:01:27.223270;IP;localhost;domain ; localhost;52473;;;;;;54636;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:27.318716;IP;localhost;36254; localhost;domain;;;;;;48228;[1au];A?;securepubads.g.doubleclick.net.;-59;1;;;;;;;;;;;;;;;;;
20:01:27.318965;IP;localhost;domain ; localhost;36254;;;;;;48228;2/0/1;CNAME;partnerad.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:27.319063;IP;localhost;36254; localhost;domain;;;;;;6256;[1au];AAAA?;securepubads.g.doubleclick.net.;-59;1;;;;;;;;;;;;;;;;;
20:01:27.319271;IP;localhost;domain ; localhost;36254;;;;;;6256;1/0/1;CNAME;partnerad.l.doubleclick.net.;-85;1;;;;;;;;;;;;;;;;;
20:01:27.464702;IP;localhost;35476; localhost;domain;;;;;;17423;[1au];A?;eu-u.openx.net.;-43;1;;;;;;;;;;;;;;;;;
20:01:27.464891;IP;localhost;domain ; localhost;35476;;;;;;17423;1/0/1;A;34.95.120.147;-59;1;;;;;;;;;;;;;;;;;
20:01:27.464923;IP;localhost;35476; localhost;domain;;;;;;31769;[1au];AAAA?;eu-u.openx.net.;-43;1;;;;;;;;;;;;;;;;;
20:01:27.465011;IP;localhost;domain ; localhost;35476;;;;;;31769;0/0/1;-43;;;1;;;;;;;;;;;;;;;;;
20:01:28.719638;IP;localhost;43614; localhost;domain;;;;;;42887;[1au];A?;adserver.adtechus.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:28.720011;IP;localhost;domain ; localhost;43614;;;;;;42887;4/0/1;CNAME;cs673.wpc.thetacdn.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:28.720047;IP;localhost;43614; localhost;domain;;;;;;37779;[1au];AAAA?;adserver.adtechus.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:28.720285;IP;localhost;domain ; localhost;43614;;;;;;37779;3/0/1;CNAME;cs673.wpc.thetacdn.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:29.131773;IP;localhost;46787; localhost;domain;;;;;;51051;[1au];A?;tpc.googlesyndication.com.;-54;1;;;;;;;;;;;;;;;;;
20:01:29.131967;IP;localhost;domain ; localhost;46787;;;;;;51051;1/0/1;A;172.217.19.225;-70;1;;;;;;;;;;;;;;;;;
20:01:29.132187;IP;localhost;46787; localhost;domain;;;;;;40822;[1au];AAAA?;tpc.googlesyndication.com.;-54;1;;;;;;;;;;;;;;;;;
20:01:29.132307;IP;localhost;domain ; localhost;46787;;;;;;40822;1/0/1;AAAA;2a00:1450:4007:80f::2001;-82;1;;;;;;;;;;;;;;;;;
20:01:29.529559;IP;localhost;39991; localhost;domain;;;;;;25421;[1au];A?;pagead2.googlesyndication.com.;-58;1;;;;;;;;;;;;;;;;;
20:01:29.529871;IP;localhost;domain ; localhost;39991;;;;;;25421;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:29.530203;IP;localhost;39991; localhost;domain;;;;;;2904;[1au];AAAA?;pagead2.googlesyndication.com.;-58;1;;;;;;;;;;;;;;;;;
20:01:29.530386;IP;localhost;domain ; localhost;39991;;;;;;2904;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:29.718511;IP;localhost;36102; localhost;domain;;;;;;7847;[1au];A?;psa.carambo.la.;-43;1;;;;;;;;;;;;;;;;;
20:01:29.719004;IP;localhost;36102; localhost;domain;;;;;;14003;[1au];AAAA?;psa.carambo.la.;-43;1;;;;;;;;;;;;;;;;;
20:01:29.740983;IP;localhost;domain ; localhost;36102;;;;;;7847;3/0/1;CNAME;cbola-psa.us-east-1.elasticbeanstalk.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:29.755897;IP;localhost;domain ; localhost;36102;;;;;;14003;1/0/1;CNAME;cbola-psa.us-east-1.elasticbeanstalk.com.;-97;1;;;;;;;;;;;;;;;;;
20:01:30.253323;IP;localhost;38649; localhost;domain;;;;;;57170;[1au];A?;sic.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:30.253694;IP;localhost;domain ; localhost;38649;;;;;;57170;2/0/1;CNAME;chi.sic.33across.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:30.253738;IP;localhost;38649; localhost;domain;;;;;;13152;[1au];AAAA?;sic.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:30.253881;IP;localhost;domain ; localhost;38649;;;;;;13152;1/0/1;CNAME;chi.sic.33across.com.;-63;1;;;;;;;;;;;;;;;;;
20:01:30.255313;IP;localhost;56488; localhost;domain;;;;;;49089;[1au];A?;sic.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:30.255603;IP;localhost;domain ; localhost;56488;;;;;;49089;2/0/1;CNAME;chi.sic.33across.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:30.393396;IP;localhost;36773; localhost;domain;;;;;;828;[1au];A?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;-218
20:01:30.393752;IP;localhost;domain ; localhost;36773;;;;;;828;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:30.396270;IP;localhost;36773; localhost;domain;;;;;;43846;[1au];AAAA?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;
20:01:30.396708;IP;localhost;domain ; localhost;36773;;;;;;43846;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:30.421868;IP;localhost;41077; localhost;domain;;;;;;52993;[1au];A?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;-218
20:01:30.422173;IP;localhost;domain ; localhost;41077;;;;;;52993;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:30.422923;IP;localhost;41077; localhost;domain;;;;;;19212;[1au];AAAA?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;
20:01:30.423226;IP;localhost;domain ; localhost;41077;;;;;;19212;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:30.432784;IP;localhost;39428; localhost;domain;;;;;;6093;[1au];A?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;-218
20:01:30.433086;IP;localhost;domain ; localhost;39428;;;;;;6093;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:30.433888;IP;localhost;39428; localhost;domain;;;;;;37847;[1au];AAAA?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;
20:01:30.434122;IP;localhost;domain ; localhost;39428;;;;;;37847;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:30.572417;IP;localhost;33329; localhost;domain;;;;;;18318;[1au];A?;ssc.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:30.572700;IP;localhost;domain ; localhost;33329;;;;;;18318;3/0/1;CNAME;33xchange-1576862511.us-east-1.elb.amazonaws.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:30.572737;IP;localhost;33329; localhost;domain;;;;;;29591;[1au];AAAA?;ssc.33across.com.;-45;1;;;;;;;;;;;;;;;;;
20:01:30.572893;IP;localhost;domain ; localhost;33329;;;;;;29591;1/0/1;CNAME;33xchange-1576862511.us-east-1.elb.amazonaws.com.;-104;1;;;;;;;;;;;;;;;;;
20:01:30.716337;IP;localhost;47170; localhost;domain;;;;;;64866;[1au];A?;securepubads.g.doubleclick.net.;-59;1;;;;;;;;;;;;;;;;;
20:01:30.716585;IP;localhost;domain ; localhost;47170;;;;;;64866;2/0/1;CNAME;partnerad.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:30.716692;IP;localhost;47170; localhost;domain;;;;;;31086;[1au];AAAA?;securepubads.g.doubleclick.net.;-59;1;;;;;;;;;;;;;;;;;
20:01:30.716906;IP;localhost;domain ; localhost;47170;;;;;;31086;1/0/1;CNAME;partnerad.l.doubleclick.net.;-85;1;;;;;;;;;;;;;;;;;
20:01:31.221952;IP;localhost;59199; localhost;domain;;;;;;5164;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:31.222379;IP;localhost;domain ; localhost;59199;;;;;;5164;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:31.222537;IP;localhost;59199; localhost;domain;;;;;;48183;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:31.243922;IP;localhost;domain ; localhost;59199;;;;;;48183;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:32.108974;IP;localhost;38728; localhost;domain;;;;;;18388;[1au];A?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;;;;
20:01:32.109344;IP;localhost;38728; localhost;domain;;;;;;26590;[1au];AAAA?;outlook-1.cdn.office.net.;-53;1;;;;;;;;;;;;;;;;;
20:01:32.131036;IP;localhost;domain ; localhost;38728;;;;;;26590;4/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:32.131353;IP;localhost;domain ; localhost;38728;;;;;;18388;3/0/1;CNAME;outlook-1.cdn.office.net.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:32.335167;IP;localhost;48915; localhost;domain;;;;;;41835;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:32.335471;IP;localhost;domain ; localhost;48915;;;;;;41835;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:32.335541;IP;localhost;48915; localhost;domain;;;;;;53111;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:32.335859;IP;localhost;domain ; localhost;48915;;;;;;53111;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:33.250824;IP;localhost;51547; localhost;domain;;;;;;56491;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:33.251058;IP;localhost;domain ; localhost;51547;;;;;;56491;8/0/1;A;185.33.221.50,;A;1;;;;;;;;;;;;;;;;;
20:01:33.251091;IP;localhost;51547; localhost;domain;;;;;;9398;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:33.276902;IP;localhost;domain ; localhost;51547;;;;;;9398;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:34.026561;IP;localhost;43569; localhost;domain;;;;;;11543;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:34.026777;IP;localhost;domain ; localhost;43569;;;;;;11543;8/0/1;A;185.33.221.50,;A;1;;;;;;;;;;;;;;;;;
20:01:34.026859;IP;localhost;43569; localhost;domain;;;;;;36131;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:34.026956;IP;localhost;domain ; localhost;43569;;;;;;36131;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:34.200008;IP;localhost;58533; localhost;domain;;;;;;59190;[1au];A?;acdn.adnxs.com.;-43;1;;;;;;;;;;;;;;;;;
20:01:34.200582;IP;localhost;58533; localhost;domain;;;;;;22337;[1au];AAAA?;acdn.adnxs.com.;-43;1;;;;;;;;;;;;;;;;;
20:01:34.200840;IP;localhost;domain ; localhost;58533;;;;;;22337;1/0/1;CNAME;prod.appnexus.map.fastly.net.;-85;1;;;;;;;;;;;;;;;;;
20:01:34.223288;IP;localhost;domain ; localhost;58533;;;;;;59190;2/0/1;CNAME;prod.appnexus.map.fastly.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:35.013964;IP;localhost;51436; localhost;domain;;;;;;64932;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:35.014471;IP;localhost;51436; localhost;domain;;;;;;30127;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:35.037208;IP;localhost;domain ; localhost;51436;;;;;;64932;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:35.038960;IP;localhost;domain ; localhost;51436;;;;;;30127;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:36.789732;IP;localhost;52873; localhost;domain;;;;;;15122;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:36.790280;IP;localhost;domain ; localhost;52873;;;;;;15122;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:36.790584;IP;localhost;52873; localhost;domain;;;;;;40734;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:36.791011;IP;localhost;domain ; localhost;52873;;;;;;40734;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:37.049723;IP;localhost;58552; localhost;domain;;;;;;15932;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:37.050076;IP;localhost;domain ; localhost;58552;;;;;;15932;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:37.050185;IP;localhost;58552; localhost;domain;;;;;;28231;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:37.050431;IP;localhost;domain ; localhost;58552;;;;;;28231;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:37.308738;IP;localhost;45371; localhost;domain;;;;;;46362;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:37.309003;IP;localhost;domain ; localhost;45371;;;;;;46362;8/0/1;A;185.33.221.50,;A;1;;;;;;;;;;;;;;;;;
20:01:37.309040;IP;localhost;45371; localhost;domain;;;;;;43300;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:37.309130;IP;localhost;domain ; localhost;45371;;;;;;43300;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:37.467046;IP;localhost;40582; localhost;domain;;;;;;3583;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:37.467285;IP;localhost;domain ; localhost;40582;;;;;;3583;8/0/1;A;185.33.221.50,;A;1;;;;;;;;;;;;;;;;;
20:01:37.467373;IP;localhost;40582; localhost;domain;;;;;;54536;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:37.467486;IP;localhost;domain ; localhost;40582;;;;;;54536;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:39.232216;IP;localhost;56017; localhost;domain;;;;;;14583;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:39.232588;IP;localhost;domain ; localhost;56017;;;;;;14583;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:39.232628;IP;localhost;56017; localhost;domain;;;;;;15362;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:39.232862;IP;localhost;domain ; localhost;56017;;;;;;15362;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:39.438161;IP;localhost;56578; localhost;domain;;;;;;3829;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:39.438527;IP;localhost;domain ; localhost;56578;;;;;;3829;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:39.438562;IP;localhost;56578; localhost;domain;;;;;;39425;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:39.438757;IP;localhost;domain ; localhost;56578;;;;;;39425;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:40.206874;IP;localhost;43813; localhost;domain;;;;;;20895;[1au];A?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:40.207388;IP;localhost;43813; localhost;domain;;;;;;1451;[1au];AAAA?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:40.207559;IP;localhost;domain ; localhost;43813;;;;;;1451;1/0/1;CNAME;tls13.taboola.map.fastly.net.;-86;1;;;;;;;;;;;;;;;;;
20:01:40.228338;IP;localhost;domain ; localhost;43813;;;;;;20895;2/0/1;CNAME;tls13.taboola.map.fastly.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:40.305209;IP;localhost;54171; localhost;domain;;;;;;45805;[1au];A?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:40.305587;IP;localhost;domain ; localhost;54171;;;;;;45805;2/0/1;CNAME;tls13.taboola.map.fastly.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:40.305638;IP;localhost;54171; localhost;domain;;;;;;64247;[1au];AAAA?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:40.305891;IP;localhost;domain ; localhost;54171;;;;;;64247;1/0/1;CNAME;tls13.taboola.map.fastly.net.;-86;1;;;;;;;;;;;;;;;;;
20:01:41.934309;IP;localhost;53970; localhost;domain;;;;;;14093;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:41.934904;IP;localhost;53970; localhost;domain;;;;;;53015;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:41.935121;IP;localhost;domain ; localhost;53970;;;;;;53015;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:41.956258;IP;localhost;domain ; localhost;53970;;;;;;14093;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:42.092225;IP;localhost;40882; localhost;domain;;;;;;23464;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:42.093332;IP;localhost;40882; localhost;domain;;;;;;57266;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:42.093583;IP;localhost;domain ; localhost;40882;;;;;;57266;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:42.113879;IP;localhost;domain ; localhost;40882;;;;;;23464;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:43.919828;IP;localhost;41149; localhost;domain;;;;;;55146;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:43.920349;IP;localhost;41149; localhost;domain;;;;;;64373;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:43.920620;IP;localhost;domain ; localhost;41149;;;;;;64373;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:43.941651;IP;localhost;domain ; localhost;41149;;;;;;55146;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:46.598964;IP;localhost;56594; localhost;domain;;;;;;1900;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:46.599413;IP;localhost;domain ; localhost;56594;;;;;;1900;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:46.599450;IP;localhost;56594; localhost;domain;;;;;;51063;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:46.599656;IP;localhost;domain ; localhost;56594;;;;;;51063;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:47.258749;IP;localhost;46287; localhost;domain;;;;;;14201;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:47.259562;IP;localhost;46287; localhost;domain;;;;;;63363;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:47.259860;IP;localhost;domain ; localhost;46287;;;;;;63363;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:47.280716;IP;localhost;domain ; localhost;46287;;;;;;14201;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:47.725946;IP;localhost;39420; localhost;domain;;;;;;46054;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:47.726334;IP;localhost;39420; localhost;domain;;;;;;65519;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:47.748011;IP;localhost;domain ; localhost;39420;;;;;;46054;8/0/1;A;185.33.220.243,;A;1;;;;;;;;;;;;;;;;;
20:01:47.749019;IP;localhost;domain ; localhost;39420;;;;;;65519;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:47.943571;IP;localhost;54927; localhost;domain;;;;;;53159;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:47.943774;IP;localhost;domain ; localhost;54927;;;;;;53159;8/0/1;A;185.33.221.14,;A;1;;;;;;;;;;;;;;;;;
20:01:47.943845;IP;localhost;54927; localhost;domain;;;;;;52145;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:47.943939;IP;localhost;domain ; localhost;54927;;;;;;52145;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:48.012475;IP;localhost;57431; localhost;domain;;;;;;40123;[1au];A?;acdn.adnxs.com.;-43;1;;;;;;;;;;;;;;;;;
20:01:48.012827;IP;localhost;domain ; localhost;57431;;;;;;40123;2/0/1;CNAME;prod.appnexus.map.fastly.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:48.410427;IP;localhost;49597; localhost;domain;;;;;;40706;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:48.411146;IP;localhost;49597; localhost;domain;;;;;;20241;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
