Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo request;6693;11542;8;;;;;;0;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo reply;6693;11542;8;;;;;;0;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo request;61476;47133;8;;;;;;0;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo reply;61476;47133;8;;;;;;0;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo request;61476;47389;8;;;;;;0;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo reply;61476;47389;8;;;;;;0;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo request;6693;11798;8;;;;;;0;;;;;;;;;;;;;;
18:36:22;IP;localhost;;localhost;;ICMP;echo reply;6693;11798;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;47645;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;47645;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;12054;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;12054;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;12310;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;12310;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;47901;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;47901;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;12566;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;12566;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;48157;8;;;;;;0;;;;;;;;;;;;;;
